,Unnamed: 0,Race,Rank,Number,Distance,Meeting Name 2,Fixed Open Price,Number of runners,Fixed Open Price Order,weatherCondition,trackCondition,Betting Status
20521,20521,9,2,4,1600,54,3.6,14,2,0,4,0
20522,20522,9,5,7,1600,54,13,14,10,0,4,0
20523,20523,1,4,1,1400,62,16,7,7,1,2,0
20524,20524,1,5,7,1400,62,5,7,3,1,2,0
20525,20525,1,1,3,1400,62,2.3,7,1,1,2,1
20526,20526,1,3,4,1400,62,10,7,5,1,2,0
20527,20527,1,2,5,1400,62,2.6,7,2,1,2,0
20528,20528,2,1,3,1400,62,6,11,3,1,2,1
20529,20529,2,2,2,1400,62,11,11,10,1,2,0
20530,20530,2,3,4,1400,62,7.5,11,4,1,2,0
20531,20531,2,4,8,1400,62,7.5,11,5,1,2,0
20532,20532,2,5,11,1400,62,34,11,8,1,2,0
20533,20533,3,2,3,1800,62,23,8,6,1,2,0
20534,20534,3,4,4,1800,62,51,8,7,1,2,0
20535,20535,3,5,7,1800,62,12,8,4,1,2,1
20536,20536,3,1,1,1800,62,1.75,8,1,1,2,1
20537,20537,3,3,2,1800,62,2.7,8,2,1,2,1
20538,20538,4,4,4,1400,62,34,11,8,1,2,0
20539,20539,4,2,3,1400,62,2.5,11,4,1,2,1
20540,20540,4,3,1,1400,62,4,11,5,1,2,0
20541,20541,4,1,2,1400,62,3.4,11,3,1,2,1
20542,20542,4,5,6,1400,62,6.5,11,6,1,2,0
20543,20543,5,4,10,1200,62,5.5,10,6,1,2,1
20544,20544,5,5,10,1200,62,5.5,10,6,1,2,1
20545,20545,5,1,1,1200,62,5,10,5,1,2,1
20546,20546,5,2,7,1200,62,8.5,10,8,1,2,0
20547,20547,5,3,9,1200,62,11,10,9,1,2,0
20548,20548,6,3,1,1300,62,3,10,5,1,2,0
20549,20549,6,5,9,1300,62,8.5,10,6,1,2,0
20550,20550,6,1,5,1300,62,2.9,10,4,1,2,1
20551,20551,6,4,8,1300,62,23,10,11,1,2,0
20552,20552,6,2,12,1300,62,15,10,9,1,2,0
20553,20553,7,2,1,1300,62,11,11,6,1,2,0
20554,20554,7,3,6,1300,62,4.4,11,4,1,2,1
20555,20555,7,5,2,1300,62,11,11,8,1,2,0
20556,20556,7,4,7,1300,62,11,11,7,1,2,0
20557,20557,7,1,3,1300,62,2.6,11,3,1,2,1
20558,20558,8,3,5,1400,62,21,11,9,1,2,0
20559,20559,8,2,4,1400,62,4.2,11,5,1,2,0
20560,20560,8,5,8,1400,62,41,11,10,1,2,0
20561,20561,8,1,3,1400,62,4.4,11,3,1,2,1
20562,20562,8,4,9,1400,62,5,11,6,1,2,0
20563,20563,1,1,7,1120,65,4.2,8,2,3,4,0
20564,20564,1,2,8,1120,65,5,8,4,3,4,0
20565,20565,1,4,3,1120,65,4.4,8,1,3,4,1
20566,20566,1,3,2,1120,65,9,8,7,3,4,1
20567,20567,1,5,5,1120,65,4.2,8,5,3,4,0
20568,20568,2,5,9,1120,65,34,12,11,3,4,0
20569,20569,2,4,10,1120,65,16,12,8,3,4,1
20570,20570,2,3,11,1120,65,8,12,4,3,4,0
20571,20571,2,1,2,1120,65,2.9,12,2,3,4,1
20572,20572,2,2,14,1120,65,41,12,7,3,4,0
20573,20573,3,3,4,1430,65,7,9,4,3,4,0
20574,20574,3,2,5,1430,65,4.2,9,2,3,4,0
20575,20575,3,5,8,1430,65,10,9,7,3,4,0
20576,20576,3,1,2,1430,65,2.9,9,1,3,4,1
20577,20577,3,4,7,1430,65,19,9,6,3,4,0
20578,20578,4,1,1,1120,65,3.6,12,4,3,4,1
20579,20579,4,4,5,1120,65,6.5,12,8,3,4,1
20580,20580,4,2,2,1120,65,6.5,12,7,3,4,0
20581,20581,4,5,3,1120,65,8.5,12,9,3,4,0
20582,20582,4,3,4,1120,65,5,12,5,3,4,0
20583,20583,5,4,2,1730,65,6,13,4,3,4,0
20584,20584,5,3,1,1730,65,26,13,6,3,4,1
20585,20585,5,1,13,1730,65,3.4,13,1,3,4,1
20586,20586,5,5,3,1730,65,8.5,13,3,3,4,0
20587,20587,5,2,4,1730,65,3.6,13,2,3,4,0
20588,20588,6,4,4,1730,65,9.5,11,7,3,4,0
20589,20589,6,2,1,1730,65,5.5,11,2,3,4,0
20590,20590,6,3,2,1730,65,19,11,3,3,4,0
20591,20591,6,5,14,1730,65,26,11,13,3,4,0
20592,20592,6,1,3,1730,65,4.2,11,1,3,4,1
20593,20593,1,2,3,1250,101,6,6,3,0,2,1
20594,20594,1,5,5,1250,101,11,6,5,0,2,0
20595,20595,1,1,1,1250,101,2.5,6,1,0,2,0
20596,20596,1,3,4,1250,101,3.1,6,2,0,2,1
20597,20597,1,4,6,1250,101,21,6,6,0,2,0
20598,20598,2,5,2,1950,101,2.5,5,2,0,2,0
20599,20599,2,2,3,1950,101,13,5,4,0,2,1
20600,20600,2,4,4,1950,101,21,5,5,0,2,0
20601,20601,2,1,1,1950,101,1.75,5,1,0,2,1
20602,20602,2,3,7,1950,101,51,5,6,0,2,0
20603,20603,3,1,3,1300,101,3.4,7,1,0,2,0
20604,20604,3,2,2,1300,101,5,7,2,0,2,0
20605,20605,3,5,1,1300,101,3.4,7,3,0,2,1
20606,20606,3,3,4,1300,101,7,7,6,0,2,1
20607,20607,3,4,6,1300,101,5,7,4,0,2,0
20608,20608,4,4,5,1300,101,8.5,8,5,0,2,0
20609,20609,4,1,4,1300,101,3.8,8,1,0,2,0
20610,20610,4,2,2,1300,101,4.4,8,3,0,2,0
20611,20611,4,3,3,1300,101,7,8,6,0,2,1
20612,20612,4,5,9,1300,101,4.4,8,3,0,2,1
20613,20613,5,4,1,1000,101,5.5,10,2,0,2,1
20614,20614,5,2,8,1000,101,4.4,10,4,0,2,1
20615,20615,5,5,4,1000,101,5.5,10,5,0,2,0
20616,20616,5,1,9,1000,101,5.5,10,1,0,2,1
20617,20617,5,3,12,1000,101,5.5,10,2,0,2,0
20618,20618,6,1,5,1000,101,3.9,8,3,0,2,1
20619,20619,6,4,2,1000,101,21,8,8,0,2,1
20620,20620,6,2,3,1000,101,8,8,5,0,2,0
20621,20621,6,5,6,1000,101,11,8,6,0,2,0
20622,20622,6,3,4,1000,101,8,8,1,0,2,1
20623,20623,7,4,5,1250,101,4.8,8,3,0,2,0
20624,20624,7,3,2,1250,101,10,8,4,0,2,1
20625,20625,7,5,1,1250,101,10,8,6,0,2,0
20626,20626,7,2,6,1250,101,7,8,5,0,2,1
20627,20627,7,1,7,1250,101,2.4,8,2,0,2,1
20628,20628,8,1,2,1400,101,5.5,11,4,0,2,0
20629,20629,8,5,3,1400,101,17,11,5,0,2,0
20630,20630,8,4,5,1400,101,10,11,6,0,2,0
20631,20631,8,2,8,1400,101,8.5,11,1,0,2,1
20632,20632,8,3,11,1400,101,5.5,11,2,0,2,0
20633,20633,1,4,8,1400,115,14,6,6,3,4,0
20634,20634,1,2,3,1400,115,4.4,6,3,3,4,1
20635,20635,1,5,7,1400,115,8.5,6,5,3,4,0
20636,20636,1,1,1,1400,115,2.3,6,4,3,4,0
20637,20637,1,3,4,1400,115,2.7,6,2,3,4,1
20638,20638,2,4,4,1200,115,7.5,8,5,3,4,0
20639,20639,2,5,7,1200,115,6,8,4,3,4,1
20640,20640,2,2,2,1200,115,4.2,8,3,3,4,0
20641,20641,2,3,1,1200,115,3.4,8,2,3,4,0
20642,20642,2,1,3,1200,115,3.5,8,1,3,4,1
20643,20643,3,3,3,1870,115,4.6,8,4,3,4,1
20644,20644,3,1,1,1870,115,2.4,8,1,3,4,1
20645,20645,3,2,2,1870,115,4.4,8,2,3,4,0
20646,20646,3,4,4,1870,115,12,8,5,3,4,0
20647,20647,3,5,5,1870,115,15,8,6,3,4,0
20648,20648,4,2,8,1200,115,4.4,9,3,3,4,1
20649,20649,4,4,5,1200,115,13,9,7,3,4,1
20650,20650,4,1,1,1200,115,2.1,9,2,3,4,0
20651,20651,4,3,6,1200,115,4.8,9,4,3,4,0
20652,20652,4,5,7,1200,115,7.5,9,6,3,4,1
20653,20653,5,5,4,900,115,61,10,9,3,4,0
20654,20654,5,3,1,900,115,6.5,10,3,3,4,0
20655,20655,5,1,6,900,115,6.5,10,2,3,4,1
20656,20656,5,4,10,900,115,15,10,6,3,4,0
20657,20657,5,2,11,900,115,8.5,10,5,3,4,0
20658,20658,6,2,7,1600,115,4.4,10,3,3,4,1
20659,20659,6,1,5,1600,115,5,10,1,3,4,1
20660,20660,6,5,9,1600,115,13,10,6,3,4,0
20661,20661,6,3,2,1600,115,4.4,10,4,3,4,0
20662,20662,6,4,6,1600,115,6,10,5,3,4,0
20663,20663,7,5,8,1200,115,31,8,7,3,4,0
20664,20664,7,4,1,1200,115,2.5,8,3,3,4,1
20665,20665,7,1,2,1200,115,1.95,8,2,3,4,1
20666,20666,7,3,3,1200,115,8,8,4,3,4,0
20667,20667,7,2,4,1200,115,15,8,6,3,4,0
20668,20668,8,2,8,1300,115,9.5,11,7,3,4,1
20669,20669,8,4,2,1300,115,5.5,11,3,3,4,0
20670,20670,8,3,6,1300,115,10,11,9,3,4,0
20671,20671,8,1,3,1300,115,4.2,11,2,3,4,0
20672,20672,8,5,7,1300,115,18,11,5,3,4,0
20673,20673,1,1,2,1000,132,8,9,2,1,3,1
20674,20674,1,2,3,1000,132,3.5,9,1,1,3,0
20675,20675,1,3,3,1000,132,3.5,9,1,1,3,0
20676,20676,1,5,1,1000,132,8,9,8,1,3,0
20677,20677,1,4,7,1000,132,6,9,5,1,3,0
20678,20678,2,3,4,1800,132,8,11,6,1,3,0
20679,20679,2,5,2,1800,132,6,11,3,1,3,1
20680,20680,2,1,5,1800,132,3.5,11,2,1,3,1
20681,20681,2,2,6,1800,132,26,11,12,1,3,0
20682,20682,2,4,7,1800,132,11,11,7,1,3,0
20683,20683,3,2,1,1100,132,8.5,13,8,1,3,0
20684,20684,3,5,12,1100,132,51,13,16,1,3,0
20685,20685,3,4,6,1100,132,16,13,15,1,3,0
20686,20686,3,3,4,1100,132,11,13,10,1,3,0
20687,20687,3,1,3,1100,132,4.8,13,3,1,3,1
20688,20688,4,5,3,2400,132,6,12,6,1,3,0
20689,20689,4,1,1,2400,132,16,12,8,1,3,0
20690,20690,4,2,4,2400,132,6,12,1,1,3,1
20691,20691,4,3,7,2400,132,11,12,9,1,3,0
20692,20692,4,4,9,2400,132,26,12,10,1,3,0
20693,20693,5,2,6,1200,132,2.8,12,1,1,3,0
20694,20694,5,5,3,1200,132,15,12,8,1,3,1
20695,20695,5,3,1,1200,132,51,12,11,1,3,0
20696,20696,5,4,4,1200,132,8,12,4,1,3,0
20697,20697,5,1,11,1200,132,8,12,2,1,3,0
20698,20698,6,5,11,1200,132,26,10,8,1,3,0
20699,20699,6,2,2,1200,132,4.8,10,1,1,3,1
20700,20700,6,1,1,1200,132,6.5,10,1,1,3,0
20701,20701,6,4,3,1200,132,4.8,10,3,1,3,0
20702,20702,6,3,10,1200,132,12,10,8,1,3,0
20703,20703,7,4,3,1100,132,8,10,3,1,3,0
20704,20704,7,2,4,1100,132,8,10,4,1,3,1
20705,20705,7,3,9,1100,132,2.2,10,1,1,3,1
20706,20706,7,5,11,1100,132,15,10,6,1,3,1
20707,20707,8,2,8,1600,132,11,10,6,1,3,1
20708,20708,8,1,5,1600,132,4.4,10,1,1,3,1
20709,20709,8,3,2,1600,132,26,10,13,1,3,0
20710,20710,8,5,7,1600,132,6,10,5,1,3,1
20711,20711,8,4,11,1600,132,11,10,3,1,3,0
20712,20712,9,3,7,1600,132,26,13,16,1,3,0
20713,20713,9,1,2,1600,132,3.6,13,1,1,3,1
20714,20714,9,5,10,1600,132,26,13,10,1,3,1
20715,20715,9,2,4,1600,132,11,13,9,1,3,0
20716,20716,9,4,18,1600,132,11,13,6,1,3,1
20717,20717,1,3,13,975,147,4.2,11,4,0,4,0
20718,20718,1,4,1,975,147,23,11,11,0,4,0
20719,20719,1,5,2,975,147,19,11,10,0,4,0
20720,20720,1,2,6,975,147,12,11,9,0,4,0
20721,20721,1,1,12,975,147,2.3,11,3,0,4,1
20722,20722,2,5,5,975,147,23,11,11,0,4,0
20723,20723,2,3,10,975,147,5,11,5,0,4,0
20724,20724,2,2,6,975,147,2.7,11,4,0,4,1
20725,20725,2,1,7,975,147,4.4,11,3,0,4,1
20726,20726,2,4,13,975,147,23,11,6,0,4,0
20727,20727,3,5,2,2100,147,8.5,10,4,0,4,0
20728,20728,3,1,3,2100,147,3.4,10,2,0,4,0
20729,20729,3,4,5,2100,147,8.5,10,5,0,4,1
20730,20730,3,3,8,2100,147,4.4,10,3,0,4,1
20731,20731,3,2,9,2100,147,3.9,10,1,0,4,1
20732,20732,4,3,9,1200,147,15,14,7,0,4,0
20733,20733,4,2,4,1200,147,26,14,5,0,4,1
20734,20734,4,4,2,1200,147,26,14,16,0,4,0
20735,20735,4,1,5,1200,147,19,14,15,0,4,0
20736,20736,4,5,12,1200,147,51,14,18,0,4,0
20737,20737,5,5,6,1200,147,12,14,12,0,4,1
20738,20738,5,3,10,1200,147,8,14,10,0,4,0
20739,20739,5,4,4,1200,147,11,14,12,0,4,0
20740,20740,5,1,7,1200,147,13,14,8,0,4,1
20741,20741,5,2,5,1200,147,4.6,14,5,0,4,0
20742,20742,6,3,9,1600,147,10,14,11,0,4,0
20743,20743,6,2,2,1600,147,11,14,6,0,4,0
20744,20744,6,1,8,1600,147,4.6,14,4,0,4,0
20745,20745,6,5,1,1600,147,18,14,13,0,4,1
20746,20746,6,4,4,1600,147,3.7,14,3,0,4,0
20747,20747,7,2,11,1600,147,34,13,14,0,4,1
20748,20748,7,1,10,1600,147,4.2,13,3,0,4,0
20749,20749,7,3,12,1600,147,61,13,15,0,4,1
20750,20750,7,5,7,1600,147,4.4,13,4,0,4,0
20751,20751,8,3,1,1600,147,19,13,12,0,4,0
20752,20752,8,4,6,1600,147,3.8,13,5,0,4,0
20753,20753,8,5,2,1600,147,12,13,11,0,4,1
20754,20754,8,2,7,1600,147,9,13,8,0,4,1
20755,20755,8,1,13,1600,147,8,13,8,0,4,0
20756,20756,9,2,4,1300,147,3.9,14,3,0,4,1
20757,20757,9,1,3,1300,147,4.6,14,2,0,4,1
20758,20758,9,5,9,1300,147,18,14,10,0,4,0
20759,20759,9,3,1,1300,147,4.4,14,3,0,4,0
20760,20760,9,4,6,1300,147,6.5,14,7,0,4,0
20761,20761,1,4,2,1200,148,13,7,7,1,4,0
20762,20762,1,1,1,1200,148,2.3,7,1,1,4,0
20763,20763,1,3,6,1200,148,4.8,7,2,1,4,0
20764,20764,1,2,3,1200,148,5,7,4,1,4,0
20765,20765,1,5,5,1200,148,17,7,5,1,4,1
20766,20766,2,3,5,1200,148,3.7,12,4,1,4,0
20767,20767,2,1,6,1200,148,7.5,12,2,1,4,1
20768,20768,2,4,2,1200,148,2.9,12,1,1,4,1
20769,20769,2,2,4,1200,148,6.5,12,6,1,4,0
20770,20770,2,5,10,1200,148,26,12,9,1,4,0
20771,20771,3,1,4,1000,148,2.7,10,2,1,4,1
20772,20772,3,4,8,1000,148,8.5,10,6,1,4,1
20773,20773,3,2,3,1000,148,4.8,10,1,1,4,1
20774,20774,3,5,7,1000,148,4.8,10,3,1,4,0
20775,20775,3,3,9,1000,148,6,10,4,1,4,0
20776,20776,4,3,6,1600,148,10,13,5,1,4,0
20777,20777,4,1,2,1600,148,4,13,1,1,4,1
20778,20778,4,5,8,1600,148,8.5,13,4,1,4,1
20779,20779,4,2,4,1600,148,13,13,3,1,4,1
20780,20780,4,4,10,1600,148,23,13,9,1,4,0
20781,20781,5,1,3,1400,148,9,12,5,1,4,1
20782,20782,5,4,1,1400,148,23,12,13,1,4,0
20783,20783,5,2,10,1400,148,3.6,12,3,1,4,0
20784,20784,5,5,2,1400,148,10,12,9,1,4,0
20785,20785,5,3,9,1400,148,6.5,12,4,1,4,1
20786,20786,6,4,8,1000,148,41,9,8,1,4,0
20787,20787,6,3,3,1000,148,4.8,9,3,1,4,1
20788,20788,6,5,7,1000,148,19,9,7,1,4,0
20789,20789,6,2,4,1000,148,4.8,9,2,1,4,0
20790,20790,6,1,1,1000,148,3.1,9,1,1,4,1
20791,20791,1,3,2,1200,153,7,11,3,3,4,0
20792,20792,1,2,11,1200,153,5.5,11,2,3,4,1
20793,20793,1,5,5,1200,153,11,11,8,3,4,0
20794,20794,1,4,10,1200,153,4.6,11,3,3,4,0
20795,20795,1,1,6,1200,153,3.8,11,1,3,4,0
20796,20796,2,3,4,1625,153,9,9,13,3,4,0
20797,20797,2,2,1,1625,153,4.2,9,7,3,4,0
20798,20798,2,1,5,1625,153,5,9,11,3,4,1
20799,20799,2,4,3,1625,153,6.5,9,9,3,4,0
20800,20800,2,5,2,1625,153,26,9,16,3,4,0
20801,20801,3,3,5,1625,153,5,8,4,3,4,0
20802,20802,3,5,5,1625,153,5,8,4,3,4,0
20803,20803,3,1,1,1625,153,5.5,8,1,3,4,1
20804,20804,3,4,4,1625,153,3,8,1,3,4,0
20805,20805,3,2,2,1625,153,6.5,8,6,3,4,0
20806,20806,4,1,2,1000,153,4.4,8,5,3,4,0
20807,20807,4,5,9,1000,153,51,8,9,3,4,0
20808,20808,4,2,1,1000,153,3.8,8,2,3,4,1
20809,20809,4,3,5,1000,153,7.5,8,6,3,4,0
20810,20810,4,4,6,1000,153,4.6,8,4,3,4,1
20811,20811,5,5,2,1200,153,4.2,9,1,3,4,0
20812,20812,5,4,3,1200,153,3.8,9,4,3,4,0
20813,20813,5,3,5,1200,153,5.5,9,4,3,4,0
20814,20814,5,2,6,1200,153,7,9,3,3,4,1
20815,20815,5,1,7,1200,153,4.8,9,2,3,4,1
20816,20816,6,2,9,870,153,9,9,8,3,4,0
20817,20817,6,4,1,870,153,5.5,9,6,3,4,1
20818,20818,6,5,2,870,153,8.5,9,10,3,4,1
20819,20819,6,3,3,870,153,7,9,7,3,4,1
20820,20820,6,1,7,870,153,3.2,9,5,3,4,0
20821,20821,7,4,1,1625,153,10,10,10,3,4,1
20822,20822,7,3,6,1625,153,51,10,12,3,4,0
20823,20823,7,5,3,1625,153,5,10,8,3,4,1
20824,20824,7,2,7,1625,153,3.4,10,6,3,4,0
20825,20825,7,1,8,1625,153,3.3,10,5,3,4,0
20826,20826,1,2,1,1609,154,4.4,9,2,1,4,1
20827,20827,1,3,6,1609,154,3.5,9,1,1,4,1
20828,20828,1,5,2,1609,154,6.5,9,4,1,4,0
20829,20829,1,1,3,1609,154,15,9,7,1,4,0
20830,20830,1,4,8,1609,154,23,9,6,1,4,0
20831,20831,2,2,16,1300,154,8.5,14,3,1,4,0
20832,20832,2,3,2,1300,154,6.5,14,6,1,4,1
20833,20833,2,1,4,1300,154,3.6,14,4,1,4,1
20834,20834,2,4,5,1300,154,11,14,9,1,4,0
20835,20835,2,5,14,1300,154,71,14,12,1,4,0
20836,20836,3,4,3,1300,154,7,13,8,1,4,0
20837,20837,3,2,5,1300,154,10,13,10,1,4,0
20838,20838,3,3,7,1300,154,21,13,4,1,4,1
20839,20839,3,1,2,1300,154,10,13,2,1,4,0
20840,20840,3,5,1,1300,154,2.7,13,1,1,4,1
20841,20841,4,4,7,1400,154,8,15,3,1,4,0
20842,20842,4,1,1,1400,154,4,15,1,1,4,1
20843,20843,4,2,2,1400,154,9,15,7,1,4,0
20844,20844,4,3,5,1400,154,4.2,15,2,1,4,0
20845,20845,4,5,3,1400,154,8,15,4,1,4,1
20846,20846,5,3,2,1200,154,5,9,3,1,4,1
20847,20847,5,5,4,1200,154,5,9,1,1,4,1
20848,20848,5,1,1,1200,154,11,9,6,1,4,0
20849,20849,5,2,3,1200,154,5,9,5,1,4,0
20850,20850,5,4,5,1200,154,3.3,9,2,1,4,1
20851,20851,6,3,2,1200,154,4,11,3,1,4,0
20852,20852,6,4,3,1200,154,4.2,11,2,1,4,1
20853,20853,6,5,5,1200,154,8.5,11,7,1,4,0
20854,20854,6,1,7,1200,154,4.2,11,3,1,4,1
20855,20855,6,2,4,1200,154,4.6,11,5,1,4,1
20856,20856,7,2,1,1000,154,7.5,11,10,1,4,0
20857,20857,7,1,4,1000,154,4.2,11,7,1,4,1
20858,20858,7,4,3,1000,154,4.2,11,7,1,4,0
20859,20859,7,5,8,1000,154,3.7,11,6,1,4,1
20860,20860,7,3,12,1000,154,31,11,11,1,4,0
20861,20861,1,1,3,1650,44,5.5,6,3,0,0,0
20862,20862,1,3,1,1650,44,5.5,6,3,0,0,0
20863,20863,1,2,2,1650,44,2.1,6,1,0,0,1
20864,20864,1,5,4,1650,44,9.5,6,5,0,0,0
20865,20865,2,4,1,1650,44,6.5,8,4,0,0,0
20866,20866,2,3,8,1650,44,8,8,4,0,0,1
20867,20867,2,2,9,1650,44,2.6,8,1,0,0,0
20868,20868,2,1,3,1650,44,3.3,8,2,0,0,1
20869,20869,3,5,2,1009,44,7.5,11,7,0,0,0
20870,20870,3,3,3,1009,44,10,11,5,0,0,0
20871,20871,3,4,11,1009,44,14,11,8,0,0,0
20872,20872,3,1,9,1009,44,4.2,11,2,0,0,1
20873,20873,4,2,9,1350,44,4.8,10,8,0,0,1
20874,20874,4,3,2,1350,44,2.9,10,7,0,0,1
20875,20875,4,1,5,1350,44,3.4,10,6,0,0,1
20876,20876,4,4,1,1350,44,7,10,9,0,0,0
20877,20877,4,5,4,1350,44,7,10,10,0,0,0
20878,20878,5,4,8,1650,44,12,11,7,0,0,0
20879,20879,5,5,10,1650,44,13,11,9,0,0,0
20880,20880,5,2,3,1650,44,4.6,11,3,0,0,0
20881,20881,5,3,2,1650,44,5.5,11,4,0,0,0
20882,20882,5,1,7,1650,44,4.2,11,1,0,0,1
20883,20883,6,3,1,1150,44,12,14,5,0,0,0
20884,20884,6,2,3,1150,44,13,14,10,0,0,0
20885,20885,6,1,6,1150,44,14,14,8,0,0,0
20886,20886,6,5,7,1150,44,8.5,14,7,0,0,0
20887,20887,6,4,12,1150,44,7,14,6,0,0,0
20888,20888,7,3,1,1009,44,12,7,6,0,0,1
20889,20889,7,1,2,1009,44,1.55,7,1,0,0,1
20890,20890,7,4,6,1009,44,15,7,4,0,0,0
20891,20891,7,5,3,1009,44,4.6,7,2,0,0,1
20892,20892,7,2,4,1009,44,5,7,3,0,0,0
20893,20893,8,3,5,1350,44,9,9,2,0,0,1
20894,20894,8,2,3,1350,44,11,9,10,0,0,0
20895,20895,8,1,2,1350,44,9.5,9,9,0,0,0
20896,20896,8,5,7,1350,44,16,9,11,0,0,1
20897,20897,8,4,9,1350,44,8.5,9,7,0,0,0
20898,20898,1,2,2,1450,52,5.5,12,7,1,2,0
20899,20899,1,3,3,1450,52,4.4,12,6,1,2,1
20900,20900,1,1,4,1450,52,3.9,12,5,1,2,1
20901,20901,1,4,5,1450,52,7,12,8,1,2,0
20902,20902,1,5,12,1450,52,8.5,12,9,1,2,0
20903,20903,2,5,2,1000,52,34,10,10,1,2,0
20904,20904,2,2,4,1000,52,2.3,10,2,1,2,1
20905,20905,2,4,11,1000,52,26,10,8,1,2,0
20906,20906,2,1,5,1000,52,2.7,10,3,1,2,1
20907,20907,2,3,12,1000,52,10,10,6,1,2,0
20908,20908,3,3,1,1200,52,6.5,12,7,1,2,0
20909,20909,3,5,10,1200,52,13,12,9,1,2,1
20910,20910,3,1,5,1200,52,2.4,12,5,1,2,1
20911,20911,3,2,6,1200,52,6,12,6,1,2,0
20912,20912,3,4,8,1200,52,19,12,12,1,2,0
20913,20913,4,2,7,1200,52,5.5,10,5,1,2,0
20914,20914,4,3,5,1200,52,10,10,8,1,2,0
20915,20915,4,4,4,1200,52,7.5,10,3,1,2,1
20916,20916,4,1,1,1200,52,2.4,10,2,1,2,0
20917,20917,4,5,6,1200,52,4,10,5,1,2,1
20918,20918,5,3,4,2000,52,26,10,10,1,2,0
20919,20919,5,5,2,2000,52,26,10,11,1,2,0
20920,20920,5,4,7,2000,52,16,10,8,1,2,1
20921,20921,5,1,5,2000,52,2.8,10,3,1,2,0
20922,20922,5,2,1,2000,52,2.4,10,4,1,2,0
20923,20923,6,5,6,2000,52,13,11,4,1,2,0
20924,20924,6,3,2,2000,52,5,11,7,1,2,1
20925,20925,6,2,7,2000,52,16,11,8,1,2,0
20926,20926,6,1,3,2000,52,3.2,11,3,1,2,0
20927,20927,6,4,11,2000,52,8,11,5,1,2,0
20928,20928,7,4,9,2000,52,8,8,6,1,2,1
20929,20929,7,2,1,2000,52,23,8,8,1,2,0
20930,20930,7,5,5,2000,52,5,8,4,1,2,1
20931,20931,7,3,4,2000,52,2.8,8,3,1,2,0
20932,20932,7,1,3,2000,52,2.4,8,2,1,2,1
20933,20933,8,3,2,1000,52,7.5,11,6,1,2,0
20934,20934,8,2,1,1000,52,3.9,11,3,1,2,1
20935,20935,8,1,3,1000,52,2.3,11,2,1,2,1
20936,20936,8,5,6,1000,52,9,11,5,1,2,0
20937,20937,8,4,7,1000,52,7.5,11,3,1,2,0
20938,20938,9,4,6,1450,52,15,11,8,1,2,0
20939,20939,9,5,5,1450,52,41,11,11,1,2,0
20940,20940,9,1,4,1450,52,7,11,4,1,2,1
20941,20941,9,2,2,1450,52,1.85,11,4,1,2,1
20942,20942,9,3,3,1450,52,3.3,11,6,1,2,0
20943,20943,1,2,1,1300,73,2.5,6,1,0,4,1
20944,20944,1,3,1,1300,73,2.5,6,1,0,4,1
20945,20945,1,1,2,1300,73,3.5,6,4,0,4,0
20946,20946,1,4,4,1300,73,4.4,6,3,0,4,0
20947,20947,1,5,7,1300,73,6,6,2,0,4,1
20948,20948,2,4,7,1500,73,8,8,4,0,4,1
20949,20949,2,1,6,1500,73,2.8,8,3,0,4,1
20950,20950,2,5,9,1500,73,26,8,6,0,4,0
20951,20951,2,3,2,1500,73,15,8,5,0,4,0
20952,20952,2,2,3,1500,73,3.6,8,1,0,4,1
20953,20953,3,1,1,1300,73,3.5,9,4,0,4,1
20954,20954,3,2,6,1300,73,3.5,9,3,0,4,1
20955,20955,3,3,2,1300,73,8,9,6,0,4,0
20956,20956,3,5,11,1300,73,51,9,11,0,4,0
20957,20957,3,4,14,1300,73,11,9,8,0,4,1
20958,20958,4,1,3,1000,73,6.5,11,3,0,4,1
20959,20959,4,2,1,1000,73,12,11,6,0,4,1
20960,20960,4,4,6,1000,73,2.8,11,2,0,4,0
20961,20961,4,3,9,1000,73,9,11,5,0,4,1
20962,20962,4,5,12,1000,73,3.6,11,4,0,4,0
20963,20963,5,3,7,1000,73,8,11,3,0,4,1
20964,20964,5,4,11,1000,73,26,11,9,0,4,0
20965,20965,5,2,5,1000,73,3.5,11,1,0,4,1
20966,20966,5,1,4,1000,73,8,11,5,0,4,0
20967,20967,5,5,10,1000,73,15,11,11,0,4,1
20968,20968,6,5,6,1300,73,31,11,8,0,4,0
20969,20969,6,1,2,1300,73,5.5,11,3,0,4,1
20970,20970,6,4,10,1300,73,13,11,5,0,4,0
20971,20971,6,2,3,1300,73,3.5,11,1,0,4,1
20972,20972,6,3,4,1300,73,15,11,7,0,4,1
20973,20973,7,4,6,1500,73,8,12,3,0,4,1
20974,20974,7,3,2,1500,73,11,12,7,0,4,1
20975,20975,7,2,3,1500,73,8,12,5,0,4,0
20976,20976,7,1,4,1500,73,8,12,3,0,4,0
20977,20977,7,5,5,1500,73,4.6,12,2,0,4,1
20978,20978,8,5,1,1800,73,8,13,9,0,4,0
20979,20979,8,2,5,1800,73,4.4,13,2,0,4,1
20980,20980,8,3,4,1800,73,8,13,10,0,4,0
20981,20981,8,1,3,1800,73,4.4,13,4,0,4,0
20982,20982,8,4,10,1800,73,15,13,10,0,4,0
20983,20983,1,1,4,1600,79,3.5,9,1,1,4,1
20984,20984,1,5,7,1600,79,5.5,9,5,1,4,1
20985,20985,1,4,1,1600,79,23,9,6,1,4,0
