,Unnamed: 0,Date,Race,Rank,Number,Distance,Meeting Name 2,Fixed Open Price,Finishing Position,Betting Status,Number of runners,Fixed Open Price Order,weatherCondition,trackCondition
8606,8606,0,1,1,0,1870,115,0,4,1,9,2,0,4
8607,8607,0,1,4,0,1870,115,0,3,2,9,5,0,4
8608,8608,0,1,5,0,1870,115,0,0,1,9,4,0,4
8609,8609,0,1,3,0,1870,115,0,1,2,9,6,0,4
8610,8610,0,1,2,0,1870,115,0,2,2,9,3,0,4
8611,8611,0,2,2,0,1200,115,0,0,1,9,2,0,4
8612,8612,0,2,4,0,1200,115,0,0,1,9,3,0,4
8613,8613,0,2,5,0,1200,115,0,0,1,9,8,0,4
8614,8614,0,2,1,0,1200,115,0,2,2,9,5,0,4
8615,8615,0,2,3,0,1200,115,0,1,2,9,1,0,4
8616,8616,0,3,4,0,1400,115,0,1,2,8,3,0,4
8617,8617,0,3,5,0,1400,115,0,0,1,8,7,0,4
8618,8618,0,3,2,0,1400,115,0,0,1,8,4,0,4
8619,8619,0,3,1,0,1400,115,0,2,2,8,2,0,4
8620,8620,0,3,3,0,1400,115,0,3,2,8,5,0,4
8621,8621,0,4,3,0,900,115,0,1,2,11,4,0,4
8622,8622,0,4,2,0,900,115,0,2,2,11,8,0,4
8623,8623,0,4,1,0,900,115,0,0,1,11,6,0,4
8624,8624,0,4,4,0,900,115,0,0,1,11,1,0,4
8625,8625,0,4,5,0,900,115,0,4,1,11,3,0,4
8626,8626,0,5,5,0,1200,115,0,4,1,12,5,0,4
8627,8627,0,5,1,0,1200,115,0,1,2,12,1,0,4
8628,8628,0,5,4,0,1200,115,0,2,2,12,5,0,4
8629,8629,0,5,2,0,1200,115,0,0,1,12,10,0,4
8630,8630,0,5,3,0,1200,115,0,0,1,12,4,0,4
8631,8631,0,6,4,0,1870,115,0,4,1,11,9,0,4
8632,8632,0,6,2,0,1870,115,0,0,1,11,8,0,4
8633,8633,0,6,1,0,1870,115,0,2,2,11,7,0,4
8634,8634,0,6,5,0,1870,115,0,1,2,11,4,0,4
8635,8635,0,6,3,0,1870,115,0,3,2,11,1,0,4
8636,8636,0,7,1,0,1200,115,0,0,1,10,10,0,4
8637,8637,0,7,2,0,1200,115,0,2,2,10,3,0,4
8638,8638,0,7,3,0,1200,115,0,0,1,10,4,0,4
8639,8639,0,7,5,0,1200,115,0,3,2,10,7,0,4
8640,8640,0,7,4,0,1200,115,0,4,1,10,7,0,4
8641,8641,0,8,4,0,1400,115,0,0,1,12,8,0,4
8642,8642,0,8,2,0,1400,115,0,0,1,12,5,0,4
8643,8643,0,8,5,0,1400,115,0,0,1,12,11,0,4
8644,8644,0,8,1,0,1400,115,0,0,1,12,7,0,4
8645,8645,0,8,3,0,1400,115,0,0,1,12,14,0,4
8646,8646,0,1,1,0,1600,132,0,0,1,12,1,0,2
8647,8647,0,1,4,0,1600,132,0,1,2,12,5,0,2
8648,8648,0,1,5,0,1600,132,0,0,1,12,8,0,2
8649,8649,0,1,3,0,1600,132,0,0,1,12,4,0,2
8650,8650,0,1,2,0,1600,132,0,0,1,12,2,0,2
8651,8651,0,2,4,0,1400,132,0,0,1,11,9,0,2
8652,8652,0,2,2,0,1400,132,0,0,1,11,5,0,2
8653,8653,0,2,5,0,1400,132,0,3,2,11,4,0,2
8654,8654,0,2,1,0,1400,132,0,4,1,11,8,0,2
8655,8655,0,2,3,0,1400,132,0,2,2,11,2,0,2
8656,8656,0,3,3,0,1400,132,0,0,1,15,10,0,2
8657,8657,0,3,5,0,1400,132,0,0,1,15,8,0,2
8658,8658,0,3,1,0,1400,132,0,0,1,15,9,0,2
8659,8659,0,3,2,0,1400,132,0,2,2,15,4,0,2
8660,8660,0,3,4,0,1400,132,0,0,1,15,4,0,2
8661,8661,0,4,1,0,1200,132,0,0,1,10,2,0,2
8662,8662,0,4,4,0,1200,132,0,1,2,10,6,0,2
8663,8663,0,4,5,0,1200,132,0,2,2,10,3,0,2
8664,8664,0,4,3,0,1200,132,0,0,1,10,1,0,2
8665,8665,0,4,2,0,1200,132,0,4,1,10,4,0,2
8666,8666,0,5,1,0,1200,132,0,4,1,12,3,0,2
8667,8667,0,5,3,0,1200,132,0,0,1,12,7,0,2
8668,8668,0,5,2,0,1200,132,0,1,2,12,1,0,2
8669,8669,0,5,4,0,1200,132,0,3,2,12,2,0,2
8670,8670,0,5,5,0,1200,132,0,0,1,12,9,0,2
8671,8671,0,6,1,0,2400,132,0,0,1,14,3,0,2
8672,8672,0,6,3,0,2400,132,0,3,2,14,2,0,2
8673,8673,0,6,4,0,2400,132,0,4,1,14,6,0,2
8674,8674,0,6,2,0,2400,132,0,1,2,14,1,0,2
8675,8675,0,6,5,0,2400,132,0,0,1,14,7,0,2
8676,8676,0,7,2,0,2000,132,0,3,2,9,2,0,2
8677,8677,0,7,3,0,2000,132,0,4,1,9,4,0,2
8678,8678,0,7,4,0,2000,132,0,0,1,9,8,0,2
8679,8679,0,7,5,0,2000,132,0,0,1,9,7,0,2
8680,8680,0,7,1,0,2000,132,0,1,2,9,1,0,2
8681,8681,0,8,2,0,3200,132,0,0,1,20,5,0,2
8682,8682,0,8,5,0,3200,132,0,0,1,20,6,0,2
8683,8683,0,8,3,0,3200,132,0,2,2,20,13,0,2
8684,8684,0,8,1,0,3200,132,0,0,1,20,12,0,2
8685,8685,0,8,4,0,3200,132,0,0,1,20,15,0,2
8686,8686,0,9,3,0,1600,132,0,3,2,19,4,0,2
8687,8687,0,9,5,0,1600,132,0,2,2,19,3,0,2
8688,8688,0,9,4,0,1600,132,0,0,1,19,6,0,2
8689,8689,0,9,2,0,1600,132,0,0,1,19,12,0,2
8690,8690,0,9,1,0,1600,132,0,0,1,19,1,0,2
8691,8691,0,10,4,0,1600,132,0,0,1,12,11,0,2
8692,8692,0,10,1,0,1600,132,0,0,1,12,1,0,2
8693,8693,0,10,2,0,1600,132,0,0,1,12,8,0,2
8694,8694,0,10,3,0,1600,132,0,1,2,12,5,0,2
8695,8695,0,10,5,0,1600,132,0,3,2,12,9,0,2
8696,8696,0,1,3,0,1200,133,0,0,1,11,6,0,2
8697,8697,0,1,1,0,1200,133,0,2,2,11,3,0,2
8698,8698,0,1,2,0,1200,133,0,0,1,11,4,0,2
8699,8699,0,1,5,0,1200,133,0,0,1,11,8,0,2
8700,8700,0,1,4,0,1200,133,0,1,2,11,2,0,2
8701,8701,0,2,5,0,1050,133,0,4,1,9,6,0,2
8702,8702,0,2,3,0,1050,133,0,1,2,9,4,0,2
8703,8703,0,2,4,0,1050,133,0,3,2,9,5,0,2
8704,8704,0,2,2,0,1050,133,0,0,1,9,3,0,2
8705,8705,0,2,1,0,1050,133,0,2,2,9,2,0,2
8706,8706,0,3,4,0,1600,133,0,0,1,11,1,0,2
8707,8707,0,3,2,0,1600,133,0,3,2,11,6,0,2
8708,8708,0,3,5,0,1600,133,0,0,1,11,5,0,2
8709,8709,0,3,3,0,1600,133,0,0,1,11,3,0,2
8710,8710,0,3,1,0,1600,133,0,1,2,11,2,0,2
8711,8711,0,4,4,0,1300,133,0,2,2,8,7,0,2
8712,8712,0,4,5,0,1300,133,0,0,1,8,8,0,2
8713,8713,0,4,3,0,1300,133,0,1,2,8,4,0,2
8714,8714,0,4,2,0,1300,133,0,0,1,8,5,0,2
8715,8715,0,4,1,0,1300,133,0,4,1,8,3,0,2
8716,8716,0,5,3,0,1200,133,0,0,1,10,6,0,2
8717,8717,0,5,5,0,1200,133,0,3,2,10,4,0,2
8718,8718,0,5,2,0,1200,133,0,4,1,10,5,0,2
8719,8719,0,5,1,0,1200,133,0,2,2,10,1,0,2
8720,8720,0,5,4,0,1200,133,0,0,1,10,3,0,2
8721,8721,0,6,3,0,1200,133,0,0,1,16,9,0,2
8722,8722,0,6,4,0,1200,133,0,0,1,16,5,0,2
8723,8723,0,6,2,0,1200,133,0,4,1,16,2,0,2
8724,8724,0,6,5,0,1200,133,0,1,2,16,4,0,2
8725,8725,0,6,1,0,1200,133,0,3,2,16,3,0,2
8726,8726,0,7,4,0,1050,133,0,1,2,12,5,0,2
8727,8727,0,7,5,0,1050,133,0,0,1,12,11,0,2
8728,8728,0,7,3,0,1050,133,0,4,1,12,6,0,2
8729,8729,0,7,1,0,1050,133,0,0,1,12,3,0,2
8730,8730,0,7,2,0,1050,133,0,0,1,12,9,0,2
8731,8731,0,1,1,0,1200,153,0,0,1,9,5,0,2
8732,8732,0,1,4,0,1200,153,0,2,2,9,9,0,2
8733,8733,0,1,5,0,1200,153,0,0,1,9,9,0,2
8734,8734,0,1,3,0,1200,153,0,0,1,9,6,0,2
8735,8735,0,1,2,0,1200,153,0,4,1,9,4,0,2
8736,8736,0,2,2,0,1200,153,0,0,0,10,4,0,2
8737,8737,0,2,4,0,1200,153,0,0,0,10,4,0,2
8738,8738,0,2,2,0,1200,153,0,0,1,10,9,0,2
8739,8739,0,2,3,0,1200,153,0,0,1,10,8,0,2
8740,8740,0,2,1,0,1200,153,0,2,2,10,3,0,2
8741,8741,0,2,4,0,1200,153,0,0,1,10,12,0,2
8742,8742,0,3,1,0,1625,153,0,1,2,8,7,0,2
8743,8743,0,3,2,0,1625,153,0,2,2,8,6,0,2
8744,8744,0,3,3,0,1625,153,0,4,1,8,1,0,2
8745,8745,0,3,4,0,1625,153,0,3,2,8,8,0,2
8746,8746,0,4,1,0,1200,153,0,3,1,6,4,0,2
8747,8747,0,4,2,0,1200,153,0,0,1,6,6,0,2
8748,8748,0,5,1,0,1050,153,0,3,1,6,4,0,2
8749,8749,0,6,1,0,1625,153,0,0,1,8,1,0,2
8750,8750,0,6,3,0,1625,153,0,0,1,8,7,0,2
8751,8751,0,6,2,0,1625,153,0,3,2,8,5,0,2
8752,8752,0,7,1,0,1850,153,0,2,1,4,2,0,2
8753,8753,0,1,4,0,1900,5,0,0,1,10,10,0,2
8754,8754,0,1,3,0,1900,5,0,0,1,10,5,0,2
8755,8755,0,1,5,0,1900,5,0,0,1,10,5,0,2
8756,8756,0,1,2,0,1900,5,0,1,2,10,7,0,2
8757,8757,0,1,1,0,1900,5,0,0,1,10,4,0,2
8758,8758,0,2,1,0,1300,5,0,3,2,13,4,0,2
8759,8759,0,2,3,0,1300,5,0,0,1,13,12,0,2
8760,8760,0,2,5,0,1300,5,0,2,2,13,8,0,2
8761,8761,0,2,2,0,1300,5,0,4,1,13,7,0,2
8762,8762,0,2,4,0,1300,5,0,4,1,13,7,0,2
8763,8763,0,3,1,0,1100,5,0,1,2,13,6,0,2
8764,8764,0,3,5,0,1100,5,0,0,1,13,8,0,2
8765,8765,0,3,2,0,1100,5,0,0,1,13,10,0,2
8766,8766,0,3,3,0,1100,5,0,4,1,13,4,0,2
8767,8767,0,3,4,0,1100,5,0,0,1,13,11,0,2
8768,8768,0,4,4,0,1100,5,0,0,1,13,10,0,2
8769,8769,0,4,5,0,1100,5,0,0,1,13,8,0,2
8770,8770,0,4,1,0,1100,5,0,1,2,13,3,0,2
8771,8771,0,4,2,0,1100,5,0,2,2,13,4,0,2
8772,8772,0,4,3,0,1100,5,0,3,2,13,6,0,2
8773,8773,0,5,3,0,1100,5,0,0,1,9,5,0,2
8774,8774,0,5,2,0,1100,5,0,0,1,9,9,0,2
8775,8775,0,5,1,0,1100,5,0,1,2,9,3,0,2
8776,8776,0,5,5,0,1100,5,0,4,1,9,7,0,2
8777,8777,0,5,4,0,1100,5,0,0,1,9,11,0,2
8778,8778,0,6,4,0,1400,5,0,0,1,14,11,0,2
8779,8779,0,6,2,0,1400,5,0,0,1,14,6,0,2
8780,8780,0,6,5,0,1400,5,0,3,2,14,13,0,2
8781,8781,0,6,1,0,1400,5,0,1,2,14,8,0,2
8782,8782,0,6,3,0,1400,5,0,2,2,14,4,0,2
8783,8783,0,7,4,0,1400,5,0,0,1,13,12,0,2
8784,8784,0,7,1,0,1400,5,0,3,2,13,2,0,2
8785,8785,0,7,5,0,1400,5,0,1,2,13,3,0,2
8786,8786,0,7,3,0,1400,5,0,0,1,13,5,0,2
8787,8787,0,7,2,0,1400,5,0,0,1,13,9,0,2
8788,8788,0,1,1,0,1650,44,0,1,2,4,2,0,0
8789,8789,0,1,4,0,1650,44,0,3,1,4,6,0,0
8790,8790,0,1,3,0,1650,44,0,4,1,4,4,0,0
8791,8791,0,1,2,0,1650,44,0,2,1,4,5,0,0
8792,8792,0,2,2,0,1650,44,0,4,1,7,4,0,0
8793,8793,0,2,4,0,1650,44,0,2,2,7,2,0,0
8794,8794,0,2,3,0,1650,44,0,0,1,7,5,0,0
8795,8795,0,2,1,0,1650,44,0,1,2,7,3,0,0
8796,8796,0,2,5,0,1650,44,0,3,1,7,8,0,0
8797,8797,0,3,4,0,1150,44,0,1,2,8,2,0,0
8798,8798,0,3,2,0,1150,44,0,0,1,8,8,0,0
8799,8799,0,3,1,0,1150,44,0,3,2,8,4,0,0
8800,8800,0,3,5,0,1150,44,0,2,2,8,3,0,0
8801,8801,0,3,3,0,1150,44,0,0,1,8,7,0,0
8802,8802,0,4,3,0,1009,44,0,4,1,8,5,0,0
8803,8803,0,4,1,0,1009,44,0,0,1,8,3,0,0
8804,8804,0,4,5,0,1009,44,0,2,2,8,4,0,0
8805,8805,0,4,2,0,1009,44,0,0,1,8,9,0,0
8806,8806,0,4,4,0,1009,44,0,3,2,8,2,0,0
8807,8807,0,5,2,0,1350,44,0,4,1,10,3,0,0
8808,8808,0,5,1,0,1350,44,0,1,2,10,2,0,0
8809,8809,0,5,4,0,1350,44,0,3,2,10,7,0,0
8810,8810,0,5,3,0,1350,44,0,2,2,10,6,0,0
8811,8811,0,5,5,0,1350,44,0,2,2,10,6,0,0
8812,8812,0,6,5,0,1350,44,0,2,2,10,9,0,0
8813,8813,0,6,3,0,1350,44,0,0,1,10,5,0,0
8814,8814,0,6,1,0,1350,44,0,4,1,10,8,0,0
8815,8815,0,6,2,0,1350,44,0,0,1,10,10,0,0
8816,8816,0,6,4,0,1350,44,0,1,2,10,6,0,0
8817,8817,0,7,4,0,1009,44,0,0,1,11,8,0,0
8818,8818,0,7,3,0,1009,44,0,2,2,11,2,0,0
8819,8819,0,7,2,0,1009,44,0,0,1,11,3,0,0
8820,8820,0,7,5,0,1009,44,0,0,1,11,8,0,0
8821,8821,0,7,1,0,1009,44,0,1,2,11,1,0,0
8822,8822,0,8,1,0,1150,44,0,3,2,9,6,0,0
8823,8823,0,8,4,0,1150,44,0,4,1,9,8,0,0
8824,8824,0,8,5,0,1150,44,0,0,1,9,4,0,0
8825,8825,0,8,3,0,1150,44,0,0,1,9,5,0,0
8826,8826,0,8,2,0,1150,44,0,1,2,9,1,0,0
8827,8827,0,1,3,0,1400,59,0,0,1,8,4,1,2
8828,8828,0,1,4,0,1400,59,0,0,1,8,6,1,2
8829,8829,0,1,1,0,1400,59,0,1,2,8,3,1,2
8830,8830,0,1,2,0,1400,59,0,2,2,8,2,1,2
8831,8831,0,1,5,0,1400,59,0,3,2,8,7,1,2
8832,8832,0,2,2,0,1200,59,0,0,1,14,4,1,2
8833,8833,0,2,4,0,1200,59,0,2,2,14,5,1,2
8834,8834,0,2,5,0,1200,59,0,0,1,14,8,1,2
8835,8835,0,2,3,0,1200,59,0,3,2,14,3,1,2
8836,8836,0,2,1,0,1200,59,0,1,2,14,2,1,2
8837,8837,0,3,5,0,1200,59,0,2,2,9,6,1,2
8838,8838,0,3,1,0,1200,59,0,0,1,9,1,1,2
8839,8839,0,3,3,0,1200,59,0,1,2,9,3,1,2
8840,8840,0,3,2,0,1200,59,0,0,1,9,4,1,2
8841,8841,0,3,4,0,1200,59,0,0,1,9,5,1,2
8842,8842,0,4,2,0,1400,59,0,0,1,9,6,1,2
8843,8843,0,4,1,0,1400,59,0,1,2,9,2,1,2
8844,8844,0,4,3,0,1400,59,0,3,2,9,6,1,2
8845,8845,0,4,5,0,1400,59,0,0,0,9,1,1,2
8846,8846,0,4,4,0,1400,59,0,4,1,9,3,1,2
8847,8847,0,5,3,0,1300,59,0,0,1,11,7,1,2
8848,8848,0,5,1,0,1300,59,0,3,2,11,1,1,2
8849,8849,0,5,5,0,1300,59,0,4,1,11,4,1,2
8850,8850,0,5,2,0,1300,59,0,0,1,11,2,1,2
8851,8851,0,5,4,0,1300,59,0,1,2,11,3,1,2
8852,8852,0,6,3,0,1600,59,0,1,2,12,3,1,2
8853,8853,0,6,2,0,1600,59,0,3,2,12,5,1,2
8854,8854,0,6,5,0,1600,59,0,0,1,12,8,1,2
8855,8855,0,6,4,0,1600,59,0,2,2,12,6,1,2
8856,8856,0,6,1,0,1600,59,0,0,1,12,4,1,2
8857,8857,0,7,5,0,2100,59,0,0,1,10,10,1,2
8858,8858,0,7,2,0,2100,59,0,2,2,10,3,1,2
8859,8859,0,7,3,0,2100,59,0,4,1,10,5,1,2
8860,8860,0,7,1,0,2100,59,0,1,2,10,2,1,2
8861,8861,0,7,4,0,2100,59,0,0,1,10,4,1,2
8862,8862,0,8,1,0,1400,59,0,3,2,10,4,1,2
8863,8863,0,8,2,0,1400,59,0,0,1,10,1,1,2
8864,8864,0,8,3,0,1400,59,0,0,1,10,6,1,2
8865,8865,0,8,5,0,1400,59,0,4,1,10,9,1,2
8866,8866,0,8,4,0,1400,59,0,1,2,10,2,1,2
8867,8867,0,1,3,0,3200,121,0,0,1,9,6,1,0
8868,8868,0,1,4,0,3200,121,0,0,1,9,8,1,0
8869,8869,0,1,5,0,3200,121,0,2,2,9,7,1,0
8870,8870,0,1,1,0,3200,121,0,1,2,9,1,1,0
8871,8871,0,1,2,0,3200,121,0,0,0,9,2,1,0
8872,8872,0,2,5,0,3200,121,0,3,1,6,7,1,0
8873,8873,0,2,1,0,3200,121,0,1,2,6,2,1,0
8874,8874,0,2,4,0,3200,121,0,4,1,6,5,1,0
8875,8875,0,2,3,0,3200,121,0,0,1,6,4,1,0
8876,8876,0,2,2,0,3200,121,0,2,2,6,3,1,0
8877,8877,0,3,5,0,3200,121,0,4,1,6,4,1,0
8878,8878,0,3,2,0,3200,121,0,1,2,6,3,1,0
8879,8879,0,3,4,0,3200,121,0,0,1,6,4,1,0
8880,8880,0,3,3,0,3200,121,0,3,1,6,2,1,0
8881,8881,0,3,1,0,3200,121,0,2,2,6,1,1,0
8882,8882,0,4,5,0,3200,121,0,3,2,8,5,1,0
8883,8883,0,4,1,0,3200,121,0,2,2,8,2,1,0
8884,8884,0,4,2,0,3200,121,0,1,2,8,4,1,0
8885,8885,0,4,3,0,3200,121,0,0,1,8,1,1,0
8886,8886,0,4,4,0,3200,121,0,4,1,8,3,1,0
8887,8887,0,5,4,0,1200,121,0,2,2,10,5,1,0
8888,8888,0,5,1,0,1200,121,0,0,1,10,1,1,0
8889,8889,0,5,2,0,1200,121,0,1,2,10,3,1,0
8890,8890,0,5,5,0,1200,121,0,0,1,10,4,1,0
8891,8891,0,5,3,0,1200,121,0,3,2,10,2,1,0
8892,8892,0,6,5,0,1000,121,0,3,2,10,5,1,0
8893,8893,0,6,3,0,1000,121,0,2,2,10,7,1,0
8894,8894,0,6,4,0,1000,121,0,0,1,10,3,1,0
8895,8895,0,6,1,0,1000,121,0,1,2,10,2,1,0
8896,8896,0,6,2,0,1000,121,0,4,1,10,4,1,0
8897,8897,0,7,3,0,1400,121,0,0,1,12,10,1,0
8898,8898,0,7,4,0,1400,121,0,4,1,12,12,1,0
8899,8899,0,7,1,0,1400,121,0,0,1,12,5,1,0
8900,8900,0,7,2,0,1400,121,0,2,2,12,6,1,0
8901,8901,0,7,5,0,1400,121,0,0,1,12,8,1,0
8902,8902,0,8,3,0,1600,121,0,0,1,9,10,1,0
8903,8903,0,8,1,0,1600,121,0,1,2,9,7,1,0
8904,8904,0,8,4,0,1600,121,0,3,2,9,10,1,0
8905,8905,0,8,2,0,1600,121,0,1,2,9,8,1,0
8906,8906,0,8,5,0,1600,121,0,4,1,9,9,1,0
8907,8907,0,1,4,0,1396,126,0,3,1,5,5,1,2
8908,8908,0,1,5,0,1396,126,0,1,2,5,3,1,2
8909,8909,0,1,3,0,1396,126,0,0,1,5,5,1,2
8910,8910,0,1,1,0,1396,126,0,2,2,5,2,1,2
8911,8911,0,1,2,0,1396,126,0,4,1,5,4,1,2
8912,8912,0,2,4,0,1396,126,0,0,1,6,2,1,2
8913,8913,0,2,1,0,1396,126,0,2,2,6,3,1,2
8914,8914,0,2,2,0,1396,126,0,1,2,6,1,1,2
8915,8915,0,2,3,0,1396,126,0,4,1,6,5,1,2
8916,8916,0,2,5,0,1396,126,0,3,1,6,4,1,2
8917,8917,0,3,1,0,1100,126,0,4,1,8,1,1,2
8918,8918,0,3,4,0,1100,126,0,1,2,8,4,1,2
8919,8919,0,3,3,0,1100,126,0,3,2,8,3,1,2
8920,8920,0,3,2,0,1100,126,0,0,1,8,6,1,2
8921,8921,0,3,5,0,1100,126,0,2,2,8,5,1,2
8922,8922,0,4,3,0,1100,126,0,0,1,9,5,1,2
8923,8923,0,4,4,0,1100,126,0,0,1,9,7,1,2
8924,8924,0,4,2,0,1100,126,0,0,1,9,2,1,2
8925,8925,0,4,1,0,1100,126,0,1,2,9,1,1,2
8926,8926,0,4,5,0,1100,126,0,0,1,9,3,1,2
8927,8927,0,5,3,0,1396,126,0,1,2,11,2,1,2
8928,8928,0,5,2,0,1396,126,0,0,1,11,3,1,2
8929,8929,0,5,1,0,1396,126,0,3,2,11,1,1,2
8930,8930,0,5,5,0,1396,126,0,0,1,11,7,1,2
8931,8931,0,5,4,0,1396,126,0,0,1,11,6,1,2
8932,8932,0,6,1,0,1600,126,0,4,1,10,1,1,2
8933,8933,0,6,2,0,1600,126,0,3,2,10,3,1,2
8934,8934,0,6,4,0,1600,126,0,1,2,10,4,1,2
8935,8935,0,6,5,0,1600,126,0,0,1,10,6,1,2
8936,8936,0,6,3,0,1600,126,0,2,2,10,7,1,2
8937,8937,0,7,2,0,1200,126,0,2,2,12,6,1,2
8938,8938,0,7,1,0,1200,126,0,1,2,12,6,1,2
8939,8939,0,7,4,0,1200,126,0,0,1,12,11,1,2
8940,8940,0,7,3,0,1200,126,0,0,1,12,10,1,2
8941,8941,0,7,5,0,1200,126,0,4,1,12,8,1,2
8942,8942,0,1,5,0,2200,146,0,0,1,6,6,0,4
8943,8943,0,1,2,0,2200,146,0,2,2,6,2,0,4
8944,8944,0,1,4,0,2200,146,0,3,1,6,4,0,4
8945,8945,0,1,1,0,2200,146,0,1,2,6,1,0,4
8946,8946,0,1,3,0,2200,146,0,0,1,6,3,0,4
8947,8947,0,2,2,0,1400,146,0,3,1,7,2,0,4
8948,8948,0,2,3,0,1400,146,0,0,1,7,3,0,4
8949,8949,0,2,5,0,1400,146,0,0,1,7,5,0,4
8950,8950,0,2,1,0,1400,146,0,1,2,7,1,0,4
8951,8951,0,2,4,0,1400,146,0,2,2,7,4,0,4
8952,8952,0,3,4,0,1000,146,0,0,1,7,7,0,4
8953,8953,0,3,1,0,1000,146,0,0,1,7,1,0,4
8954,8954,0,3,5,0,1000,146,0,1,2,7,4,0,4
8955,8955,0,3,2,0,1000,146,0,3,1,7,5,0,4
8956,8956,0,3,3,0,1000,146,0,2,2,7,2,0,4
8957,8957,0,4,1,0,1000,146,0,1,2,9,6,0,4
8958,8958,0,4,4,0,1000,146,0,0,1,9,11,0,4
8959,8959,0,4,2,0,1000,146,0,3,2,9,8,0,4
8960,8960,0,4,3,0,1000,146,0,2,2,9,4,0,4
8961,8961,0,4,5,0,1000,146,0,0,1,9,12,0,4
8962,8962,0,5,5,0,1200,146,0,0,1,12,5,0,4
8963,8963,0,5,2,0,1200,146,0,0,1,12,7,0,4
8964,8964,0,5,4,0,1200,146,0,0,1,12,6,0,4
8965,8965,0,5,3,0,1200,146,0,1,2,12,3,0,4
8966,8966,0,5,1,0,1200,146,0,2,2,12,2,0,4
8967,8967,0,6,2,0,1800,146,0,0,1,8,6,0,4
8968,8968,0,6,4,0,1800,146,0,0,1,8,7,0,4
8969,8969,0,6,3,0,1800,146,0,1,2,8,2,0,4
8970,8970,0,6,1,0,1800,146,0,4,1,8,1,0,4
8971,8971,0,6,5,0,1800,146,0,3,2,8,3,0,4
8972,8972,0,7,4,0,1400,146,0,3,2,8,6,0,4
8973,8973,0,7,1,0,1400,146,0,1,2,8,5,0,4
8974,8974,0,7,2,0,1400,146,0,2,2,8,1,0,4
8975,8975,0,7,3,0,1400,146,0,2,2,8,1,0,4
8976,8976,0,7,5,0,1400,146,0,0,1,8,8,0,4
8977,8977,0,8,5,0,1200,146,0,0,1,10,8,0,4
8978,8978,0,8,4,0,1200,146,0,0,1,10,8,0,4
8979,8979,0,8,1,0,1200,146,0,1,2,10,3,0,4
8980,8980,0,8,2,0,1200,146,0,3,2,10,4,0,4
8981,8981,0,8,3,0,1200,146,0,0,1,10,1,0,4
8982,8982,0,9,1,0,1400,146,0,0,1,8,6,0,4
8983,8983,0,9,3,0,1400,146,0,2,2,8,3,0,4
8984,8984,0,9,4,0,1400,146,0,2,2,8,3,0,4
8985,8985,0,9,2,0,1400,146,0,0,1,8,4,0,4
8986,8986,0,9,5,0,1400,146,0,3,2,8,10,0,4
8987,8987,0,1,5,0,1000,151,0,1,2,11,1,0,2
8988,8988,0,1,2,0,1000,151,0,2,2,11,2,0,2
8989,8989,0,1,4,0,1000,151,0,3,2,11,8,0,2
8990,8990,0,1,1,0,1000,151,0,4,1,11,3,0,2
8991,8991,0,1,3,0,1000,151,0,0,1,11,7,0,2
8992,8992,0,2,1,0,1400,151,0,2,2,12,2,0,2
8993,8993,0,2,5,0,1400,151,0,3,2,12,6,0,2
8994,8994,0,2,4,0,1400,151,0,0,1,12,4,0,2
8995,8995,0,2,2,0,1400,151,0,0,1,12,5,0,2
8996,8996,0,2,3,0,1400,151,0,0,1,12,6,0,2
8997,8997,0,3,4,0,1850,151,0,0,1,12,9,0,2
8998,8998,0,3,3,0,1850,151,0,0,1,12,5,0,2
8999,8999,0,3,5,0,1850,151,0,1,2,12,8,0,2
9000,9000,0,3,1,0,1850,151,0,0,1,12,4,0,2
9001,9001,0,3,2,0,1850,151,0,0,1,12,3,0,2
9002,9002,0,4,1,0,1200,151,0,4,1,13,3,0,2
9003,9003,0,4,5,0,1200,151,0,3,2,13,6,0,2
9004,9004,0,4,2,0,1200,151,0,1,2,13,1,0,2
9005,9005,0,4,3,0,1200,151,0,0,1,13,2,0,2
9006,9006,0,4,4,0,1200,151,0,0,1,13,15,0,2
9007,9007,0,5,2,0,1200,151,0,0,1,8,7,0,2
9008,9008,0,5,4,0,1200,151,0,0,1,8,4,0,2
9009,9009,0,5,1,0,1200,151,0,3,2,8,2,0,2
9010,9010,0,5,3,0,1200,151,0,1,2,8,1,0,2
9011,9011,0,5,5,0,1200,151,0,2,2,8,3,0,2
9012,9012,0,6,4,0,1600,151,0,0,0,10,8,0,2
9013,9013,0,6,3,0,1600,151,0,2,2,10,2,0,2
9014,9014,0,6,5,0,1600,151,0,0,1,10,8,0,2
9015,9015,0,6,2,0,1600,151,0,0,1,10,4,0,2
9016,9016,0,6,1,0,1600,151,0,4,1,10,1,0,2
9017,9017,0,7,5,0,2150,151,0,0,1,12,16,0,2
9018,9018,0,7,2,0,2150,151,0,0,1,12,14,0,2
9019,9019,0,7,1,0,2150,151,0,0,1,12,5,0,2
9020,9020,0,7,3,0,2150,151,0,0,1,12,15,0,2
9021,9021,0,7,4,0,2150,151,0,1,2,12,6,0,2
9022,9022,0,8,1,0,1400,151,0,0,1,13,12,0,2
9023,9023,0,8,4,0,1400,151,0,2,2,13,7,0,2
9024,9024,0,8,5,0,1400,151,0,0,1,13,8,0,2
9025,9025,0,8,2,0,1400,151,0,1,2,13,3,0,2
9026,9026,0,8,3,0,1400,151,0,0,1,13,11,0,2
