,Unnamed: 0,Weekday,Race,Rank,Number,Distance,Meeting Name 2,Fixed Open Price,Finishing Position,Betting Status,Number of runners,Fixed Open Price Order,weatherCondition,trackCondition
25914,25914,1,4,4,3,1760,79,2,2,2,9,2,0,2
25915,25915,1,4,2,6,1760,79,2,1,2,9,6,0,2
25916,25916,1,4,5,4,1760,79,2,3,2,9,4,0,2
25917,25917,1,4,3,2,1760,79,2,0,1,9,5,0,2
25918,25918,1,5,1,3,1300,79,2,2,2,12,5,0,2
25919,25919,1,5,4,4,1300,79,2,0,1,12,7,0,2
25920,25920,1,5,3,7,1300,79,2,0,1,12,4,0,2
25921,25921,1,5,2,5,1300,79,2,4,1,12,3,0,2
25922,25922,1,5,5,1,1300,79,2,0,1,12,9,0,2
25923,25923,1,6,4,1,1200,79,2,1,2,12,6,0,2
25924,25924,1,6,3,10,1200,79,2,0,1,12,13,0,2
25925,25925,1,6,1,2,1200,79,2,0,1,12,8,0,2
25926,25926,1,6,2,4,1200,79,2,2,2,12,5,0,2
25927,25927,1,6,5,3,1200,79,2,3,2,12,9,0,2
25928,25928,1,7,3,3,1400,79,2,3,2,12,10,0,2
25929,25929,1,7,4,9,1400,79,2,2,2,12,5,0,2
25930,25930,1,7,1,5,1400,79,2,0,1,12,7,0,2
25931,25931,1,7,2,1,1400,79,2,0,1,12,6,0,2
25932,25932,1,7,5,6,1400,79,2,0,1,12,9,0,2
25933,25933,1,1,4,7,1050,153,2,0,1,12,13,0,2
25934,25934,1,1,2,13,1050,153,2,0,1,12,4,0,2
25935,25935,1,1,5,3,1050,153,2,1,2,12,7,0,2
25936,25936,1,1,1,4,1050,153,2,4,1,12,2,0,2
25937,25937,1,1,3,6,1050,153,2,2,2,12,3,0,2
25938,25938,1,2,4,4,1625,153,2,0,1,10,11,0,2
25939,25939,1,2,1,9,1625,153,2,2,2,10,9,0,2
25940,25940,1,2,2,9,1625,153,2,2,2,10,9,0,2
25941,25941,1,2,5,2,1625,153,2,0,1,10,16,0,2
25942,25942,1,2,3,8,1625,153,2,0,1,10,12,0,2
25943,25943,1,3,1,7,1300,153,2,3,2,10,10,0,2
25944,25944,1,3,3,8,1300,153,2,0,1,10,11,0,2
25945,25945,1,3,2,6,1300,153,2,1,2,10,9,0,2
25946,25946,1,3,5,3,1300,153,2,0,1,10,12,0,2
25947,25947,1,3,4,2,1300,153,2,4,1,10,8,0,2
25948,25948,1,4,5,2,1625,153,2,0,1,10,10,0,2
25949,25949,1,4,1,5,1625,153,2,0,1,10,12,0,2
25950,25950,1,4,4,4,1625,153,2,3,2,10,7,0,2
25951,25951,1,4,2,3,1625,153,2,0,1,10,5,0,2
25952,25952,1,4,3,1,1625,153,2,4,1,10,7,0,2
25953,25953,1,5,4,2,1200,153,2,3,2,8,8,0,2
25954,25954,1,5,2,1,1200,153,2,1,2,8,1,0,2
25955,25955,1,5,5,8,1200,153,2,0,1,8,5,0,2
25956,25956,1,5,1,9,1200,153,2,4,1,8,3,0,2
25957,25957,1,5,3,10,1200,153,2,2,2,8,2,0,2
25958,25958,1,6,4,1,1050,153,2,4,1,12,12,0,2
25959,25959,1,6,1,4,1050,153,2,3,2,12,7,0,2
25960,25960,1,6,2,10,1050,153,2,0,1,12,10,0,2
25961,25961,1,6,5,8,1050,153,2,1,2,12,5,0,2
25962,25962,1,6,3,3,1050,153,2,0,1,12,8,0,2
25963,25963,1,7,3,8,1050,153,2,0,1,11,12,0,2
25964,25964,1,7,5,1,1050,153,2,0,1,11,13,0,2
25965,25965,1,7,1,4,1050,153,2,0,1,11,9,0,2
25966,25966,1,7,4,6,1050,153,2,1,2,11,8,0,2
25967,25967,1,7,2,7,1050,153,2,0,1,11,7,0,2
25968,25968,1,8,4,12,1200,153,2,2,2,13,5,0,2
25969,25969,1,8,5,9,1200,153,2,0,1,13,9,0,2
25970,25970,1,8,1,1,1200,153,2,3,2,13,2,0,2
25971,25971,1,8,2,7,1200,153,2,1,2,13,3,0,2
25972,25972,1,8,3,8,1200,153,2,0,1,13,11,0,2
25973,25973,2,1,3,7,1000,110,2,4,1,11,8,0,4
25974,25974,2,1,1,11,1000,110,2,2,2,11,2,0,4
25975,25975,2,1,4,2,1000,110,2,0,1,11,12,0,4
25976,25976,2,1,5,1,1000,110,2,1,2,11,4,0,4
25977,25977,2,1,2,10,1000,110,2,0,1,11,7,0,4
25978,25978,2,2,3,8,1280,110,2,0,1,14,6,0,4
25979,25979,2,2,5,1,1280,110,2,0,1,14,7,0,4
25980,25980,2,2,1,5,1280,110,2,3,2,14,2,0,4
25981,25981,2,2,2,11,1280,110,2,1,2,14,5,0,4
25982,25982,2,2,4,14,1280,110,2,4,1,14,15,0,4
25983,25983,2,3,4,11,1450,110,2,0,1,14,11,0,4
25984,25984,2,3,5,5,1450,110,2,1,2,14,1,0,4
25985,25985,2,3,2,1,1450,110,2,0,1,14,4,0,4
25986,25986,2,3,3,2,1450,110,2,0,1,14,2,0,4
25987,25987,2,3,1,9,1450,110,2,2,2,14,3,0,4
25988,25988,2,4,3,8,1450,110,2,4,1,8,6,0,4
25989,25989,2,4,2,1,1450,110,2,0,1,8,9,0,4
25990,25990,2,4,4,3,1450,110,2,0,1,8,5,0,4
25991,25991,2,4,5,5,1450,110,2,3,2,8,4,0,4
25992,25992,2,4,1,4,1450,110,2,2,2,8,3,0,4
25993,25993,2,5,4,6,1000,110,2,0,1,9,9,0,4
25994,25994,2,5,1,1,1000,110,2,2,2,9,4,0,4
25995,25995,2,5,2,8,1000,110,2,0,1,9,5,0,4
25996,25996,2,5,5,12,1000,110,2,3,2,9,7,0,4
25997,25997,2,5,3,7,1000,110,2,1,2,9,3,0,4
25998,25998,2,6,2,2,1000,110,2,0,1,12,6,0,4
25999,25999,2,6,1,1,1000,110,2,0,1,12,1,0,4
26000,26000,2,6,5,4,1000,110,2,1,2,12,7,0,4
26001,26001,2,6,3,5,1000,110,2,4,1,12,4,0,4
26002,26002,2,6,4,6,1000,110,2,3,2,12,2,0,4
26003,26003,2,7,1,9,1280,110,2,4,1,10,3,0,4
26004,26004,2,7,4,11,1280,110,2,0,1,10,12,0,4
26005,26005,2,7,2,4,1280,110,2,0,1,10,11,0,4
26006,26006,2,7,3,3,1280,110,2,1,2,10,2,0,4
26007,26007,2,7,5,12,1280,110,2,0,1,10,13,0,4
26008,26008,2,8,3,6,1280,110,2,0,1,11,6,0,4
26009,26009,2,8,2,1,1280,110,2,3,2,11,3,0,4
26010,26010,2,8,4,5,1280,110,2,2,2,11,4,0,4
26011,26011,2,8,1,3,1280,110,2,1,2,11,2,0,4
26012,26012,2,8,5,4,1280,110,2,0,1,11,9,0,4
26013,26013,2,9,4,4,1280,110,2,4,1,12,4,0,4
26014,26014,2,9,3,1,1280,110,2,2,2,12,5,0,4
26015,26015,2,9,2,2,1280,110,2,0,1,12,2,0,4
26016,26016,2,9,5,3,1280,110,2,0,1,12,3,0,4
26017,26017,2,9,1,7,1280,110,2,1,2,12,1,0,4
26018,26018,2,1,3,4,1980,150,2,0,1,11,7,1,3
26019,26019,2,1,4,6,1980,150,2,4,1,11,4,1,3
26020,26020,2,1,5,12,1980,150,2,3,2,11,5,1,3
26021,26021,2,1,1,7,1980,150,2,2,2,11,2,1,3
26022,26022,2,1,2,13,1980,150,2,1,2,11,3,1,3
26023,26023,2,2,2,11,1980,150,2,2,2,11,7,1,3
26024,26024,2,2,1,2,1980,150,2,3,2,11,9,1,3
26025,26025,2,2,5,1,1980,150,2,0,1,11,6,1,3
26026,26026,2,2,4,3,1980,150,2,0,1,11,11,1,3
26027,26027,2,2,3,4,1980,150,2,0,1,11,5,1,3
26028,26028,2,3,4,1,1100,150,2,4,1,8,6,1,3
26029,26029,2,3,5,2,1100,150,2,0,1,8,7,1,3
26030,26030,2,3,1,3,1100,150,2,1,2,8,2,1,3
26031,26031,2,3,2,5,1100,150,2,3,2,8,1,1,3
26032,26032,2,3,3,6,1100,150,2,2,2,8,4,1,3
26033,26033,2,4,4,9,1100,150,2,0,1,9,12,1,3
26034,26034,2,4,3,7,1100,150,2,4,1,9,6,1,3
26035,26035,2,4,5,6,1100,150,2,3,2,9,8,1,3
26036,26036,2,4,2,3,1100,150,2,1,2,9,5,1,3
26037,26037,2,4,1,10,1100,150,1,2,2,9,4,1,3
26038,26038,2,5,4,10,1100,150,2,1,2,11,3,1,3
26039,26039,2,5,2,1,1100,150,2,0,1,11,2,1,3
26040,26040,2,5,5,6,1100,150,2,3,2,11,5,1,3
26041,26041,2,5,3,12,1100,150,2,4,1,11,7,1,3
26042,26042,2,5,1,15,1100,150,2,2,2,11,4,1,3
26043,26043,2,6,5,1,1100,150,2,0,1,12,14,1,3
26044,26044,2,6,2,11,1100,150,2,2,2,12,6,1,3
26045,26045,2,6,4,3,1100,150,2,0,1,12,4,1,3
26046,26046,2,6,1,4,1100,150,2,4,1,12,4,1,3
26047,26047,2,6,3,8,1100,150,2,3,2,12,8,1,3
26048,26048,2,7,2,2,1100,150,2,0,0,10,8,1,3
26049,26049,2,7,5,10,1100,150,2,1,2,10,12,1,3
26050,26050,2,7,1,8,1100,150,2,0,1,10,10,1,3
26051,26051,2,7,4,1,1100,150,2,0,1,10,4,1,3
26052,26052,2,7,3,4,1100,150,2,4,1,10,7,1,3
26053,26053,2,8,1,5,1450,150,2,0,1,10,3,1,3
26054,26054,2,8,3,9,1450,150,2,2,2,10,4,1,3
26055,26055,2,8,2,7,1450,150,2,0,0,10,5,1,3
26056,26056,2,8,4,3,1450,150,2,3,2,10,5,1,3
26057,26057,2,8,5,2,1450,150,2,1,2,10,1,1,3
26058,26058,2,9,4,5,1600,150,2,4,1,10,5,1,3
26059,26059,2,9,5,7,1600,150,2,0,1,10,10,1,3
26060,26060,2,9,2,1,1600,150,2,1,2,10,4,1,3
26061,26061,2,9,1,8,1600,150,2,2,2,10,2,1,3
26062,26062,2,9,3,3,1600,150,2,0,1,10,8,1,3
26063,26063,3,1,3,3,1000,10,2,0,1,5,8,1,0
26064,26064,3,1,2,1,1000,10,2,3,1,5,5,1,0
26065,26065,3,1,1,2,1000,10,2,2,2,5,4,1,0
26066,26066,3,1,5,6,1000,10,2,4,1,5,2,1,0
26067,26067,3,1,4,8,1000,10,2,1,2,5,1,1,0
26068,26068,3,2,4,4,1000,10,2,0,1,12,7,1,0
26069,26069,3,2,1,3,1000,10,2,0,1,12,4,1,0
26070,26070,3,2,3,5,1000,10,2,1,2,12,3,1,0
26071,26071,3,2,5,11,1000,10,2,2,2,12,11,1,0
26072,26072,3,2,2,12,1000,10,2,4,1,12,6,1,0
26073,26073,3,3,1,2,1500,10,2,2,2,7,1,1,0
26074,26074,3,3,4,1,1500,10,2,1,2,7,4,1,0
26075,26075,3,3,3,6,1500,10,2,3,1,7,3,1,0
26076,26076,3,3,5,7,1500,10,2,4,1,7,11,1,0
26077,26077,3,3,2,11,1500,10,2,0,1,7,2,1,0
26078,26078,3,4,4,3,1200,10,2,0,1,12,8,1,0
26079,26079,3,4,1,4,1200,10,2,1,2,12,2,1,0
26080,26080,3,4,5,1,1200,10,2,2,2,12,11,1,0
26081,26081,3,4,2,5,1200,10,2,0,1,12,3,1,0
26082,26082,3,4,3,11,1200,10,2,3,2,12,10,1,0
26083,26083,3,5,1,1,1200,10,2,0,1,10,1,1,0
26084,26084,3,5,5,10,1200,10,2,0,1,10,7,1,0
26085,26085,3,5,3,4,1200,10,2,1,2,10,6,1,0
26086,26086,3,5,2,5,1200,10,2,2,2,10,2,1,0
26087,26087,3,5,4,2,1200,10,2,0,1,10,3,1,0
26088,26088,3,6,3,4,1500,10,2,4,1,12,8,1,0
26089,26089,3,6,1,3,1500,10,2,1,2,12,4,1,0
26090,26090,3,6,2,2,1500,10,2,3,2,12,3,1,0
26091,26091,3,6,4,1,1500,10,2,2,2,12,5,1,0
26092,26092,3,6,5,6,1500,10,2,0,1,12,6,1,0
26093,26093,3,7,5,13,1400,10,2,2,2,12,13,1,0
26094,26094,3,7,1,4,1400,10,2,4,1,12,8,1,0
26095,26095,3,7,4,1,1400,10,2,0,1,12,6,1,0
26096,26096,3,7,3,9,1400,10,2,0,1,12,15,1,0
26097,26097,3,7,2,8,1400,10,2,0,1,12,4,1,0
26098,26098,3,8,4,12,1000,10,2,4,1,12,9,1,0
26099,26099,3,8,3,8,1000,10,2,2,2,12,8,1,0
26100,26100,3,8,1,7,1000,10,2,3,2,12,5,1,0
26101,26101,3,8,5,4,1000,10,2,0,1,12,12,1,0
26102,26102,3,8,2,9,1000,10,2,0,1,12,7,1,0
26103,26103,3,1,4,1,1000,39,2,0,1,13,9,0,4
26104,26104,3,1,2,4,1000,39,2,1,2,13,6,0,4
26105,26105,3,1,5,10,1000,39,2,0,1,13,11,0,4
26106,26106,3,1,3,11,1000,39,2,0,1,13,10,0,4
26107,26107,3,1,1,12,1000,39,2,4,1,13,4,0,4
26108,26108,3,2,4,1,1300,39,2,1,2,14,7,0,4
26109,26109,3,2,3,14,1300,39,2,3,2,14,9,0,4
26110,26110,3,2,5,4,1300,39,2,2,2,14,8,0,4
26111,26111,3,2,2,2,1300,39,2,0,1,14,5,0,4
26112,26112,3,2,1,9,1300,39,2,0,1,14,4,0,4
26113,26113,3,3,2,3,1600,39,2,0,1,10,8,0,4
26114,26114,3,3,3,6,1600,39,2,0,1,10,14,0,4
26115,26115,3,3,4,14,1600,39,2,1,2,10,7,0,4
26116,26116,3,3,1,7,1600,39,2,2,2,10,10,0,4
26117,26117,3,3,5,8,1600,39,2,0,1,10,13,0,4
26118,26118,3,4,2,6,1600,39,2,1,2,11,1,0,4
26119,26119,3,4,5,4,1600,39,2,4,1,11,4,0,4
26120,26120,3,4,1,1,1600,39,2,0,1,11,7,0,4
26121,26121,3,4,3,5,1600,39,2,0,1,11,3,0,4
26122,26122,3,4,4,11,1600,39,2,2,2,11,2,0,4
26123,26123,3,5,1,10,1300,39,2,0,1,14,15,0,4
26124,26124,3,5,3,3,1300,39,2,3,2,14,11,0,4
26125,26125,3,5,5,11,1300,39,2,0,1,14,14,0,4
26126,26126,3,5,2,12,1300,39,2,0,1,14,3,0,4
26127,26127,3,5,4,13,1300,39,2,0,1,14,15,0,4
26128,26128,3,6,2,1,1000,39,2,1,2,11,2,0,4
26129,26129,3,6,1,9,1000,39,2,0,1,11,10,0,4
26130,26130,3,6,3,6,1000,39,2,0,1,11,7,0,4
26131,26131,3,6,5,5,1000,39,2,0,1,11,13,0,4
26132,26132,3,6,4,4,1000,39,2,2,2,11,4,0,4
26133,26133,3,7,1,1,1000,39,2,0,1,12,4,0,4
26134,26134,3,7,2,6,1000,39,2,4,1,12,1,0,4
26135,26135,3,7,4,3,1000,39,2,3,2,12,5,0,4
26136,26136,3,7,3,4,1000,39,2,0,1,12,8,0,4
26137,26137,3,7,5,7,1000,39,2,0,1,12,7,0,4
26138,26138,3,1,4,2,1000,63,2,0,1,6,4,0,4
26139,26139,3,1,3,3,1000,63,2,0,1,6,3,0,4
26140,26140,3,1,5,4,1000,63,2,4,1,6,7,0,4
26141,26141,3,1,2,5,1000,63,2,3,1,6,4,0,4
26142,26142,3,1,1,6,1000,63,1,1,2,6,1,0,4
26143,26143,3,2,5,2,1600,63,2,2,2,10,4,0,4
26144,26144,3,2,1,1,1600,63,1,0,1,10,1,0,4
26145,26145,3,2,3,3,1600,63,2,4,1,10,3,0,4
26146,26146,3,2,2,5,1600,63,2,1,2,10,2,0,4
26147,26147,3,2,4,9,1600,63,2,3,2,10,6,0,4
26148,26148,3,3,5,6,1600,63,2,3,2,10,7,0,4
26149,26149,3,3,3,10,1600,63,2,0,1,10,6,0,4
26150,26150,3,3,4,9,1600,63,2,0,1,10,1,0,4
26151,26151,3,3,2,1,1600,63,2,0,1,10,5,0,4
26152,26152,3,3,1,4,1600,63,2,2,2,10,4,0,4
26153,26153,3,4,5,7,1900,63,2,0,1,9,7,0,4
26154,26154,3,4,1,1,1900,63,1,1,2,9,2,0,4
26155,26155,3,4,2,8,1900,63,2,3,2,9,3,0,4
26156,26156,3,4,3,6,1900,63,2,0,1,9,4,0,4
26157,26157,3,4,4,10,1900,63,2,2,2,9,5,0,4
26158,26158,3,5,2,12,1100,63,2,4,1,9,7,0,4
26159,26159,3,5,1,9,1100,63,2,2,2,9,5,0,4
26160,26160,3,5,4,13,1100,63,2,3,2,9,4,0,4
26161,26161,3,5,3,14,1100,63,2,1,2,9,6,0,4
26162,26162,3,5,5,16,1100,63,2,0,1,9,12,0,4
26163,26163,3,6,2,7,2100,63,2,2,2,13,2,0,4
26164,26164,3,6,4,11,2100,63,2,4,1,13,4,0,4
26165,26165,3,6,5,5,2100,63,2,3,2,13,5,0,4
26166,26166,3,6,1,6,2100,63,2,1,2,13,3,0,4
26167,26167,3,6,3,2,2100,63,2,0,1,13,8,0,4
26168,26168,3,7,1,2,1200,63,2,3,2,11,4,0,4
26169,26169,3,7,2,9,1200,63,2,0,1,11,6,0,4
26170,26170,3,7,4,4,1200,63,2,2,2,11,5,0,4
26171,26171,3,7,3,10,1200,63,2,0,1,11,11,0,4
26172,26172,3,7,5,6,1200,63,2,4,1,11,7,0,4
26173,26173,3,8,4,6,1000,63,2,0,1,9,7,0,4
26174,26174,3,8,2,5,1000,63,2,0,1,9,2,0,4
26175,26175,3,8,1,7,1000,63,2,3,2,9,5,0,4
26176,26176,3,8,3,8,1000,63,2,2,2,9,3,0,4
26177,26177,3,8,5,10,1000,63,2,1,2,9,4,0,4
26178,26178,4,1,1,4,1200,14,2,4,1,12,3,0,2
26179,26179,4,1,5,11,1200,14,2,0,1,12,10,0,2
26180,26180,4,1,3,1,1200,14,2,0,1,12,7,0,2
26181,26181,4,1,2,10,1200,14,2,1,2,12,4,0,2
26182,26182,4,1,4,2,1200,14,2,3,2,12,1,0,2
26183,26183,4,2,2,7,1000,14,2,0,0,12,4,0,2
26184,26184,4,2,3,1,1000,14,2,4,1,12,7,0,2
26185,26185,4,2,4,3,1000,14,2,0,1,12,3,0,2
26186,26186,4,2,5,5,1000,14,2,0,0,12,2,0,2
26187,26187,4,2,1,9,1000,14,2,0,1,12,6,0,2
26188,26188,4,3,1,6,1700,14,2,1,2,8,2,0,2
26189,26189,4,3,5,9,1700,14,2,0,1,8,9,0,2
26190,26190,4,3,4,2,1700,14,2,0,1,8,7,0,2
26191,26191,4,3,3,1,1700,14,2,2,2,8,4,0,2
26192,26192,4,3,2,8,1700,14,2,4,1,8,3,0,2
26193,26193,4,4,2,2,1700,14,2,1,2,12,6,0,2
26194,26194,4,4,4,7,1700,14,2,0,1,12,10,0,2
26195,26195,4,4,5,12,1700,14,2,0,1,12,11,0,2
26196,26196,4,4,3,4,1700,14,2,3,2,12,8,0,2
26197,26197,4,4,1,5,1700,14,2,2,2,12,5,0,2
26198,26198,4,5,5,5,1300,14,2,0,1,11,6,0,2
26199,26199,4,5,1,3,1300,14,2,4,1,11,5,0,2
26200,26200,4,5,4,9,1300,14,2,1,2,11,4,0,2
26201,26201,4,5,3,1,1300,14,2,2,2,11,2,0,2
26202,26202,4,5,2,4,1300,14,2,0,1,11,2,0,2
26203,26203,4,6,1,5,1300,14,2,0,1,14,1,0,2
26204,26204,4,6,2,14,1300,14,2,0,1,14,8,0,2
26205,26205,4,6,5,8,1300,14,2,2,2,14,2,0,2
26206,26206,4,6,4,4,1300,14,2,0,1,14,3,0,2
26207,26207,4,6,3,10,1300,14,2,0,1,14,4,0,2
26208,26208,4,7,2,2,2100,14,2,0,1,12,6,0,2
26209,26209,4,7,5,10,2100,14,2,0,1,12,16,0,2
26210,26210,4,7,4,14,2100,14,2,0,1,12,12,0,2
26211,26211,4,7,1,12,2100,14,2,1,2,12,3,0,2
26212,26212,4,7,3,15,2100,14,2,0,0,12,1,0,2
26213,26213,4,8,3,2,1200,14,2,2,2,14,1,0,2
26214,26214,4,8,1,3,1200,14,2,0,1,14,3,0,2
26215,26215,4,8,5,10,1200,14,2,0,1,14,4,0,2
26216,26216,4,8,4,12,1200,14,2,1,2,14,5,0,2
26217,26217,4,8,2,1,1200,14,2,4,1,14,2,0,2
26218,26218,4,1,2,9,1900,25,2,4,1,8,1,0,0
26219,26219,4,1,3,4,1900,25,2,3,2,8,3,0,0
26220,26220,4,1,4,2,1900,25,2,2,2,8,4,0,0
26221,26221,4,1,1,5,1900,25,2,1,2,8,1,0,0
26222,26222,4,1,5,6,1900,25,2,0,1,8,8,0,0
26223,26223,4,2,2,1,1206,25,2,0,1,10,3,0,0
26224,26224,4,2,1,5,1206,25,2,0,1,10,2,0,0
26225,26225,4,2,3,4,1206,25,2,3,2,10,6,0,0
26226,26226,4,2,4,2,1206,25,2,0,1,10,5,0,0
26227,26227,4,2,5,6,1206,25,2,2,2,10,4,0,0
26228,26228,4,3,5,1,1280,25,2,0,1,8,4,0,0
26229,26229,4,3,1,2,1280,25,2,2,2,8,2,0,0
26230,26230,4,3,2,3,1280,25,2,3,2,8,1,0,0
26231,26231,4,3,4,4,1280,25,2,0,1,8,8,0,0
26232,26232,4,3,3,8,1280,25,2,1,2,8,5,0,0
26233,26233,4,4,1,6,1750,25,2,0,1,11,4,0,0
26234,26234,4,4,3,3,1750,25,2,3,2,11,2,0,0
26235,26235,4,4,4,2,1750,25,2,4,1,11,5,0,0
26236,26236,4,4,5,4,1750,25,2,0,1,11,3,0,0
26237,26237,4,4,2,1,1750,25,2,1,2,11,1,0,0
26238,26238,4,5,1,13,1080,25,2,1,2,12,4,0,0
26239,26239,4,5,5,9,1080,25,2,0,1,12,12,0,0
26240,26240,4,5,2,5,1080,25,2,0,1,12,5,0,0
26241,26241,4,5,3,1,1080,25,2,2,2,12,3,0,0
26242,26242,4,5,4,3,1080,25,2,0,1,12,8,0,0
26243,26243,4,6,5,5,1280,25,2,0,1,12,11,0,0
26244,26244,4,6,4,3,1280,25,2,0,1,12,6,0,0
26245,26245,4,6,3,6,1280,25,2,3,2,12,7,0,0
26246,26246,4,6,1,4,1280,25,2,1,2,12,5,0,0
26247,26247,4,6,2,10,1280,25,2,2,2,12,8,0,0
26248,26248,4,7,4,1,1206,25,2,2,2,9,3,0,0
26249,26249,4,7,5,3,1206,25,2,0,1,9,7,0,0
26250,26250,4,7,1,10,1206,25,2,0,1,9,5,0,0
26251,26251,4,7,3,6,1206,25,2,1,2,9,1,0,0
26252,26252,4,7,2,8,1206,25,2,4,1,9,2,0,0
26253,26253,4,8,5,2,1080,25,2,3,2,12,10,0,0
26254,26254,4,8,3,7,1080,25,2,0,1,12,4,0,0
26255,26255,4,8,2,8,1080,25,2,0,1,12,8,0,0
26256,26256,4,8,4,5,1080,25,2,0,1,12,5,0,0
26257,26257,4,8,1,6,1080,25,2,1,2,12,9,0,0
26258,26258,4,1,4,1,1100,26,2,0,1,6,7,0,4
26259,26259,4,1,2,7,1100,26,2,2,2,6,5,0,4
26260,26260,4,1,1,4,1100,26,2,0,1,6,1,0,4
26261,26261,4,1,3,2,1100,26,2,3,1,6,2,0,4
26262,26262,4,1,5,3,1100,26,2,4,1,6,3,0,4
26263,26263,4,2,2,7,1200,26,2,2,2,8,2,0,4
26264,26264,4,2,1,2,1200,26,2,1,2,8,3,0,4
26265,26265,4,2,3,10,1200,26,2,0,1,8,5,0,4
26266,26266,4,2,4,3,1200,26,2,0,1,8,9,0,4
26267,26267,4,2,5,5,1200,26,2,4,1,8,6,0,4
26268,26268,4,3,3,8,1200,26,2,4,1,12,6,0,4
26269,26269,4,3,2,13,1200,26,2,0,1,12,4,0,4
26270,26270,4,3,1,1,1200,26,2,3,2,12,2,0,4
26271,26271,4,3,4,2,1200,26,2,1,2,12,3,0,4
26272,26272,4,3,5,3,1200,26,2,0,1,12,7,0,4
26273,26273,4,4,4,10,1250,26,2,4,1,9,3,0,4
26274,26274,4,4,2,3,1250,26,2,1,2,9,2,0,4
26275,26275,4,4,5,4,1250,26,2,3,2,9,6,0,4
26276,26276,4,4,1,5,1250,26,2,2,2,9,4,0,4
26277,26277,4,4,3,11,1250,26,2,0,1,9,5,0,4
26278,26278,4,5,5,11,1250,26,2,2,2,7,5,0,4
26279,26279,4,5,2,6,1250,26,2,3,1,7,7,0,4
26280,26280,4,5,4,5,1250,26,2,0,1,7,9,0,4
26281,26281,4,5,3,4,1250,26,2,1,2,7,8,0,4
26282,26282,4,5,1,3,1250,26,2,4,1,7,6,0,4
26283,26283,4,6,1,7,1900,26,2,0,1,14,14,0,4
26284,26284,4,6,3,2,1900,26,2,0,1,14,10,0,4
26285,26285,4,6,2,9,1900,26,2,3,2,14,10,0,4
26286,26286,4,6,5,15,1900,26,2,4,1,14,5,0,4
26287,26287,4,6,4,16,1900,26,2,0,1,14,3,0,4
26288,26288,4,7,1,5,1550,26,2,2,2,8,2,0,4
26289,26289,4,7,3,1,1550,26,2,4,1,8,9,0,4
26290,26290,4,7,2,2,1550,26,2,0,1,8,10,0,4
26291,26291,4,7,5,3,1550,26,2,1,2,8,4,0,4
26292,26292,4,7,4,9,1550,26,2,0,1,8,5,0,4
26293,26293,4,1,4,2,3340,57,2,4,1,5,5,1,4
26294,26294,4,1,1,5,3340,57,2,1,2,5,3,1,4
26295,26295,4,1,2,3,3340,57,2,0,1,5,2,1,4
26296,26296,4,1,3,1,3340,57,2,3,1,5,6,1,4
26297,26297,4,1,5,4,3340,57,2,2,2,5,4,1,4
26298,26298,4,2,4,4,2100,57,2,0,1,8,2,1,4
26299,26299,4,2,1,1,2100,57,2,2,2,8,3,1,4
26300,26300,4,2,3,2,2100,57,2,3,2,8,3,1,4
26301,26301,4,2,5,7,2100,57,2,0,1,8,8,1,4
26302,26302,4,2,2,8,2100,57,2,0,1,8,5,1,4
26303,26303,4,3,1,2,1500,57,2,3,2,9,6,1,4
26304,26304,4,3,3,7,1500,57,2,1,2,9,3,1,4
26305,26305,4,3,2,1,1500,57,2,4,1,9,2,1,4
26306,26306,4,3,5,6,1500,57,2,0,1,9,5,1,4
26307,26307,4,3,4,10,1500,57,2,0,1,9,4,1,4
26308,26308,4,4,2,12,1100,57,2,1,2,10,3,1,4
26309,26309,4,4,4,11,1100,57,2,2,2,10,6,1,4
26310,26310,4,4,1,4,1100,57,1,3,2,10,4,1,4
26311,26311,4,4,5,6,1100,57,2,0,1,10,7,1,4
26312,26312,4,4,3,10,1100,57,2,4,1,10,5,1,4
26313,26313,4,5,3,2,1700,57,2,0,1,10,3,1,4
26314,26314,4,5,1,1,1700,57,1,1,2,10,2,1,4
26315,26315,4,5,4,6,1700,57,2,2,2,10,9,1,4
26316,26316,4,5,2,3,1700,57,2,0,1,10,5,1,4
26317,26317,4,5,5,13,1700,57,2,4,1,10,12,1,4
26318,26318,4,6,2,12,1100,57,2,4,1,10,6,1,4
26319,26319,4,6,1,1,1100,57,2,2,2,10,4,1,4
26320,26320,4,6,5,2,1100,57,2,0,1,10,7,1,4
26321,26321,4,6,4,6,1100,57,2,1,2,10,10,1,4
26322,26322,4,6,3,9,1100,57,2,0,1,10,7,1,4
26323,26323,4,7,4,10,1500,57,2,0,1,15,11,1,4
26324,26324,4,7,5,1,1500,57,2,2,2,15,5,1,4
26325,26325,4,7,3,6,1500,57,2,0,1,15,8,1,4
26326,26326,4,7,1,12,1500,57,2,3,2,15,3,1,4
26327,26327,4,7,2,3,1500,57,2,0,1,15,4,1,4
26328,26328,4,1,3,5,1200,78,2,1,2,7,4,0,2
26329,26329,4,1,2,4,1200,78,2,2,2,7,2,0,2
26330,26330,4,1,1,6,1200,78,2,3,1,7,3,0,2
26331,26331,4,1,5,8,1200,78,2,0,1,7,6,0,2
26332,26332,4,1,4,3,1200,78,2,0,1,7,7,0,2
26333,26333,4,2,3,1,1200,78,2,2,2,6,8,0,2
26334,26334,4,2,1,5,1200,78,2,4,1,6,5,0,2
